序号,订单号,订单类型,商品名称,订单日期,订单时间,起租日期,退租日期,结算日期,租金
397,NS_ZL_260303_00001,正常订单,【双板鞋】全品牌,2026-03-03,09:19:56,2026-03-03,2026-03-03,2026-03-03,70.00
398,WT_ZL_260303_00002,正常订单,中级双板套餐,2026-03-03,09:16:09,2026-03-03,2026-03-04,2026-03-04,380.00
399,WT_ZL_260302_00007,正常订单,高级双板套餐,2026-03-02,18:06:39,2026-03-02,2026-03-03,2026-03-03,540.00
400,WT_ZL_260302_00007,正常订单,高级双板套餐,2026-03-02,18:06:39,2026-03-02,2026-03-03,2026-03-03,540.00
401,WT_ZL_260302_00006,正常订单,头盔,2026-03-02,11:10:13,2026-03-02,2026-03-02,2026-03-02,50.00
402,WT_ZL_260302_00005,正常订单,StockLi,2026-03-02,10:50:06,2026-03-02,2026-03-06,2026-03-06,1300.00
403,WT_ZL_260302_00004,正常订单,【中级】全能板+青少全能,2026-03-02,10:31:26,2026-03-02,2026-03-02,2026-03-02,130.00
404,WT_ZL_260302_00004,正常订单,【对讲机】小米/318,2026-03-02,10:31:26,2026-03-02,2026-03-02,2026-03-02,50.00
405,WT_ZL_260302_00003,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-02,08:56:05,2026-03-02,2026-03-06,2026-03-06,900.00
406,WT_ZL_260302_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-02,08:41:40,2026-03-02,2026-03-02,2026-03-02,180.00
407,WT_ZL_260301_00021,正常订单,【单板鞋】其他,2026-03-01,19:01:58,2026-03-02,2026-03-02,2026-03-02,110.00
408,WT_ZL_260301_00020,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-01,18:01:17,2026-03-01,2026-03-02,2026-03-02,360.00
409,WT_ZL_260301_00019,正常订单,【其他】普通单板,2026-03-01,14:34:30,2026-03-01,2026-03-02,2026-03-02,300.00
410,WT_ZL_260301_00018,正常订单,【双板鞋】全品牌,2026-03-01,14:29:47,2026-03-01,2026-03-01,2026-03-01,110.00
411,WT_ZL_260301_00017,正常订单,【中级】全能板+青少全能,2026-03-01,13:00:36,2026-03-01,2026-03-01,2026-03-01,150.00
412,WT_ZL_260301_00016,正常订单,【中级】全能板+青少全能,2026-03-01,12:59:17,2026-03-01,2026-03-01,2026-03-01,150.00
413,WT_ZL_260301_00015,正常订单,【其他】雪杖,2026-03-01,12:31:58,2026-03-01,2026-03-01,2026-03-01,50.00
414,WT_ZL_260301_00014,正常订单,手套,2026-03-01,12:31:10,2026-03-01,2026-03-01,2026-03-01,50.00
415,WT_ZL_260301_00013,正常订单,高级双板套餐,2026-03-01,11:15:24,2026-03-01,2026-03-01,2026-03-01,300.00
416,WT_ZL_260301_00012,正常订单,Nandn/Swagli/Trake雪服套装,2026-03-01,11:11:24,2026-03-01,2026-03-01,2026-03-01,120.00
417,NS_ZL_260301_00001,正常订单,【单板鞋】其他,2026-03-01,11:10:23,2026-03-01,2026-03-01,2026-03-01,70.00
418,WT_ZL_260301_00011,正常订单,【单板鞋】其他,2026-03-01,10:22:43,2026-03-01,2026-03-03,2026-03-03,330.00
419,WT_ZL_260301_00010,正常订单,【其他】普通单板,2026-03-01,10:11:09,2026-03-01,2026-03-01,2026-03-01,180.00
420,WT_ZL_260301_00009,正常订单,BurtonStepOn套餐,2026-03-01,09:59:09,2026-03-01,2026-03-01,2026-03-01,400.00
421,WT_ZL_260301_00008,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-01,09:46:25,2026-03-01,2026-03-01,2026-03-01,220.00
422,WT_ZL_260301_00007,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-01,09:37:00,2026-03-01,2026-03-01,2026-03-01,180.00
423,WT_ZL_260301_00006,正常订单,中级双板套餐,2026-03-01,09:30:05,2026-03-01,2026-03-01,2026-03-01,200.00
424,WT_ZL_260301_00006,正常订单,头盔,2026-03-01,09:30:05,2026-03-01,2026-03-01,2026-03-01,60.00
425,WT_ZL_260301_00003,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-01,08:22:56,2026-03-01,2026-03-01,2026-03-01,180.00
426,WT_ZL_260301_00002,正常订单,【其他】普通单板,2026-03-01,08:11:30,2026-03-01,2026-03-01,2026-03-01,180.00
427,WT_ZL_260301_00001,正常订单,【其他】雪杖,2026-03-01,08:06:35,2026-03-01,2026-03-01,2026-03-01,50.00
428,WT_ZL_260228_00016,正常订单,【其他】普通单板,2026-02-28,18:28:13,2026-02-28,2026-03-01,2026-03-01,300.00
429,NS_ZL_260228_00001,正常订单,【成人中端】雪裤Awka小树/nobaday,2026-02-28,17:34:33,2026-02-28,2026-02-28,2026-02-28,130.00
430,WT_ZL_260228_00015,正常订单,头盔,2026-02-28,14:28:57,2026-02-28,2026-03-01,2026-03-01,120.00
431,WT_ZL_260228_00014,正常订单,【成人中端】雪裤Awka小树/nobaday,2026-02-28,14:17:38,2026-02-28,2026-02-28,2026-02-28,80.00
432,WT_ZL_260228_00012,正常订单,普通单板套餐,2026-02-28,11:32:18,2026-02-28,2026-02-28,2026-02-28,200.00
433,WT_ZL_260228_00011,正常订单,【双板鞋】全品牌,2026-02-28,11:15:04,2026-02-28,2026-02-28,2026-02-28,120.00
434,WT_ZL_260228_00010,正常订单,【双板鞋】全品牌,2026-02-28,10:40:36,2026-02-28,2026-02-28,2026-02-28,120.00
435,WT_ZL_260228_00009,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-28,09:56:46,2026-02-28,2026-02-28,2026-02-28,220.00
436,WT_ZL_260228_00008,正常订单,【其他】普通单板,2026-02-28,09:52:04,2026-02-28,2026-02-28,2026-02-28,180.00
437,WT_ZL_260228_00007,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-28,09:46:17,2026-02-28,2026-03-01,2026-03-01,360.00
438,WT_ZL_260228_00006,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-28,09:41:35,2026-02-28,2026-02-28,2026-02-28,220.00
439,WT_ZL_260228_00005,正常订单,【其他】普通单板,2026-02-28,09:15:17,2026-02-28,2026-02-28,2026-02-28,150.00
440,WT_ZL_260228_00004,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-28,08:45:04,2026-02-28,2026-02-28,2026-02-28,180.00
441,WT_ZL_260228_00003,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-28,08:29:18,2026-02-28,2026-02-28,2026-02-28,220.00
442,WT_ZL_260228_00002,正常订单,头盔,2026-02-28,08:28:40,2026-02-28,2026-02-28,2026-02-28,60.00
443,WT_ZL_260228_00001,正常订单,高级双板套餐,2026-02-28,08:12:58,2026-02-28,2026-02-28,2026-02-28,300.00
444,QJ_ZL_260227_00002,正常订单,高级双板套餐,2026-02-27,21:52:40,2026-02-28,2026-03-01,2026-03-01,400.00
445,WT_ZL_260227_00022,正常订单,【其他】普通单板,2026-02-27,18:32:16,2026-02-27,2026-02-28,2026-02-28,300.00
446,WT_ZL_260227_00021,正常订单,小乌龟护臀,2026-02-27,14:26:05,2026-02-27,2026-02-27,2026-02-27,40.00
447,WT_ZL_260227_00020,正常订单,【其他】雪杖,2026-02-27,13:49:37,2026-02-27,2026-02-27,2026-02-27,50.00
448,WT_ZL_260227_00019,正常订单,普通单板套餐,2026-02-27,13:42:21,2026-02-27,2026-02-28,2026-02-28,400.00
449,WT_ZL_260227_00019,正常订单,头盔,2026-02-27,13:42:21,2026-02-27,2026-02-28,2026-02-28,120.00
450,WT_ZL_260227_00019,正常订单,雪镜,2026-02-27,13:42:21,2026-02-27,2026-02-28,2026-02-28,120.00
451,WT_ZL_260227_00019,正常订单,小乌龟套装,2026-02-27,13:42:21,2026-02-27,2026-02-28,2026-02-28,100.00
452,QJ_ZL_260227_00001,正常订单,【旗】单板-鞋-盔-镜-服-龟-手套,2026-02-27,13:38:37,2026-02-27,2026-02-28,2026-03-02,316.00
453,QJ_ZL_260227_00001,正常订单,【旗】单板-鞋-盔-镜-服-龟-手套,2026-02-27,13:38:37,2026-02-27,2026-02-28,2026-03-02,286.00
454,NS_ZL_260227_00001,正常订单,【双板鞋】全品牌,2026-02-27,13:18:07,2026-02-27,2026-02-27,2026-02-27,100.00
455,WT_ZL_260227_00018,正常订单,【其他】普通单板,2026-02-27,13:17:39,2026-02-27,2026-02-28,2026-02-28,360.00
456,WT_ZL_260227_00017,正常订单,普通单板套餐,2026-02-27,13:07:10,2026-02-27,2026-02-28,2026-02-28,400.00
457,WT_ZL_260227_00017,正常订单,头盔,2026-02-27,13:07:10,2026-02-27,2026-02-28,2026-02-28,120.00
458,WT_ZL_260227_00016,正常订单,【其他】普通单板,2026-02-27,12:47:48,2026-02-27,2026-02-27,2026-02-27,180.00
459,WT_ZL_260227_00015,正常订单,普通单板套餐,2026-02-27,12:40:24,2026-02-27,2026-02-27,2026-02-27,200.00
460,WT_ZL_260227_00014,正常订单,【单板鞋】其他,2026-02-27,12:37:51,2026-02-27,2026-02-27,2026-02-27,120.00
461,WT_ZL_260227_00013,正常订单,高级双板套餐,2026-02-27,12:24:45,2026-02-27,2026-02-27,2026-02-27,300.00
462,WT_ZL_260227_00011,正常订单,【对讲机】小米/318,2026-02-27,12:20:54,2026-02-27,2026-02-27,2026-02-27,60.00
463,WT_ZL_260227_00009,正常订单,普通单板套餐,2026-02-27,10:50:41,2026-02-27,2026-02-27,2026-02-27,230.00
464,WT_ZL_260227_00008,正常订单,【其他】普通单板,2026-02-27,10:35:39,2026-02-27,2026-02-27,2026-02-27,180.00
465,WT_ZL_260227_00007,正常订单,【单板鞋】其他,2026-02-27,09:38:10,2026-02-27,2026-03-06,2026-03-06,880.00
466,WT_ZL_260227_00005,正常订单,【其他】普通单板,2026-02-27,09:27:32,2026-02-27,2026-02-27,2026-02-27,180.00
467,WT_ZL_260227_00004,正常订单,【中级】全能板+青少全能,2026-02-27,09:12:20,2026-02-27,2026-02-27,2026-02-27,130.00
468,WT_ZL_260227_00004,正常订单,Phenix雪服套装,2026-02-27,09:12:20,2026-02-27,2026-02-27,2026-02-27,260.00
469,WT_ZL_260227_00004,正常订单,【双板鞋】全品牌,2026-02-27,09:12:20,2026-02-27,2026-02-27,2026-02-27,50.00
470,WT_ZL_260227_00003,正常订单,中级双板套餐,2026-02-27,09:10:11,2026-02-27,2026-02-28,2026-02-28,360.00
471,WT_ZL_260227_00001,正常订单,雪镜,2026-02-27,09:05:49,2026-02-27,2026-02-27,2026-02-27,60.00
472,QJ_ZL_260226_00001,正常订单,【中级】全能板+青少全能,2026-02-26,21:21:19,2026-02-26,2026-02-26,2026-02-26,100.00
473,WT_ZL_260226_00012,正常订单,高级双板套餐,2026-02-26,18:38:08,2026-02-26,2026-02-28,2026-02-28,810.00
474,WT_ZL_260226_00010,正常订单,头盔,2026-02-26,12:46:28,2026-02-26,2026-02-26,2026-02-26,60.00
475,WT_ZL_260226_00009,正常订单,Nandn/Swagli/Trake雪服套装,2026-02-26,11:42:40,2026-02-26,2026-02-26,2026-02-26,120.00
476,WT_ZL_260226_00008,正常订单,【FIS】双板,2026-02-26,10:52:03,2026-02-26,2026-02-26,2026-02-26,300.00
477,WT_ZL_260226_00007,正常订单,【其他】普通单板,2026-02-26,10:32:45,2026-02-26,2026-02-28,2026-02-28,450.00
478,WT_ZL_260226_00006,正常订单,【双板鞋】全品牌,2026-02-26,09:52:05,2026-02-26,2026-02-26,2026-02-26,120.00
479,WT_ZL_260226_00005,正常订单,【双板鞋】全品牌,2026-02-26,09:50:33,2026-02-26,2026-02-26,2026-02-26,120.00
480,WT_ZL_260226_00005,正常订单,【其他】雪杖,2026-02-26,09:50:33,2026-02-26,2026-02-26,2026-02-26,50.00
481,WT_ZL_260226_00004,正常订单,高级双板套餐,2026-02-26,09:18:19,2026-02-26,2026-02-28,2026-02-28,810.00
482,WT_ZL_260226_00004,正常订单,高级双板套餐,2026-02-26,09:18:19,2026-02-26,2026-02-28,2026-02-28,810.00
483,WT_ZL_260226_00003,正常订单,高级双板套餐,2026-02-26,09:15:45,2026-02-26,2026-02-26,2026-02-26,270.00
484,WT_ZL_260226_00002,正常订单,内穿护膝,2026-02-26,09:08:57,2026-02-26,2026-02-26,2026-02-26,40.00
485,WT_ZL_260225_00016,正常订单,【其他】普通单板,2026-02-25,18:15:12,2026-02-25,2026-02-25,2026-02-25,150.00
486,WT_ZL_260225_00015,正常订单,手套,2026-02-25,16:25:18,2026-02-25,2026-02-25,2026-02-25,50.00
487,WT_ZL_260225_00014,正常订单,【双板鞋】全品牌,2026-02-25,15:19:40,2026-02-25,2026-02-25,2026-02-25,110.00
488,QJ_ZL_260225_00001,正常订单,【旗】单板-鞋-盔-镜-服-龟-手套,2026-02-25,14:16:20,2026-02-26,2026-02-28,2026-02-28,474.00
489,WT_ZL_260225_00013,正常订单,内穿护膝,2026-02-25,13:33:19,2026-02-25,2026-02-25,2026-02-25,40.00
490,WT_ZL_260225_00012,正常订单,【单板鞋】其他,2026-02-25,13:32:55,2026-02-25,2026-02-25,2026-02-25,110.00
491,WT_ZL_260225_00010,正常订单,普通单板套餐,2026-02-25,13:11:55,2026-02-25,2026-02-25,2026-02-25,200.00
492,WT_ZL_260225_00008,正常订单,【单板鞋】其他,2026-02-25,12:59:20,2026-02-25,2026-02-25,2026-02-25,120.00
493,WT_ZL_260225_00006,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-25,11:32:46,2026-02-25,2026-02-25,2026-02-25,180.00
494,WT_ZL_260225_00005,正常订单,【中级】全能板+青少全能,2026-02-25,10:56:32,2026-02-25,2026-02-25,2026-02-25,150.00
495,WT_ZL_260225_00004,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-25,10:41:21,2026-02-25,2026-02-25,2026-02-25,180.00
496,WT_ZL_260225_00003,正常订单,【高级】BurtonStepOn,2026-02-25,10:18:23,2026-02-25,2026-02-26,2026-02-26,520.00
497,WT_ZL_260225_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-25,09:38:42,2026-02-25,2026-02-25,2026-02-25,220.00
498,WT_ZL_260225_00001,正常订单,StockLi,2026-02-25,08:50:55,2026-02-25,2026-02-25,2026-02-25,180.00
499,QJ_ZL_260224_00002,正常订单,【旗】单板-鞋-盔-镜-服-龟-手套,2026-02-24,22:24:15,2026-02-25,2026-02-27,2026-02-27,474.00
500,QJ_ZL_260224_00002,正常订单,【旗】单板-鞋-盔-镜-服-龟-手套,2026-02-24,22:24:15,2026-02-25,2026-02-27,2026-02-27,474.00
501,QJ_ZL_260224_00002,正常订单,【旗】单板-鞋-盔-镜-服-龟-手套,2026-02-24,22:24:15,2026-02-25,2026-02-26,2026-02-27,316.00
502,QJ_ZL_260224_00002,正常订单,【旗】单板-鞋-盔-镜-服-龟-手套,2026-02-24,22:24:15,2026-02-25,2026-02-26,2026-02-27,216.00
503,WT_ZL_260224_00022,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-24,18:21:30,2026-02-24,2026-02-24,2026-02-25,180.00
504,WT_ZL_260224_00021,正常订单,【单板鞋】BurtonStepOn,2026-02-24,18:18:21,2026-02-24,2026-02-24,2026-02-24,150.00
505,WT_ZL_260224_00020,正常订单,StockLi,2026-02-24,13:16:27,2026-02-24,2026-02-24,2026-02-24,260.00
506,WT_ZL_260224_00019,正常订单,【其他】普通单板,2026-02-24,12:45:44,2026-02-24,2026-02-24,2026-02-24,180.00
507,WT_ZL_260224_00018,正常订单,【中级】全能板+青少全能,2026-02-24,12:38:56,2026-02-24,2026-02-24,2026-02-24,150.00
508,QJ_ZL_260224_00001,正常订单,【中级】全能板+青少全能,2026-02-24,12:04:45,2026-02-24,2026-02-24,2026-02-24,158.00
509,QJ_ZL_260224_00001,正常订单,【其他】普通单板,2026-02-24,12:04:45,2026-02-24,2026-02-24,2026-02-24,158.00
510,WT_ZL_260224_00017,正常订单,普通单板套餐,2026-02-24,12:04:44,2026-02-24,2026-02-25,2026-02-25,400.00
511,WT_ZL_260224_00016,正常订单,【双板鞋】全品牌,2026-02-24,11:39:05,2026-02-24,2026-02-24,2026-02-24,120.00
512,WT_ZL_260224_00015,正常订单,【其他】雪杖,2026-02-24,11:20:32,2026-02-24,2026-02-24,2026-02-24,50.00
513,WT_ZL_260224_00014,正常订单,【其他】普通单板,2026-02-24,10:48:12,2026-02-24,2026-02-24,2026-02-24,180.00
514,WT_ZL_260224_00013,正常订单,普通单板套餐,2026-02-24,10:30:06,2026-02-24,2026-02-26,2026-02-26,600.00
515,WT_ZL_260224_00013,正常订单,【其他】普通单板,2026-02-24,10:30:06,2026-02-24,2026-02-25,2026-02-26,300.00
516,NS_ZL_260224_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-24,10:17:07,2026-02-24,2026-02-24,2026-02-24,150.00
517,WT_ZL_260224_00012,正常订单,普通单板套餐,2026-02-24,10:16:14,2026-02-24,2026-02-24,2026-02-24,200.00
518,WT_ZL_260224_00011,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-24,10:01:01,2026-02-24,2026-02-24,2026-02-24,220.00
519,WT_ZL_260224_00010,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-24,09:57:22,2026-02-24,2026-02-24,2026-02-24,220.00
520,WT_ZL_260224_00009,正常订单,雪镜,2026-02-24,09:47:07,2026-02-24,2026-02-24,2026-02-24,60.00
521,WT_ZL_260224_00008,正常订单,普通单板套餐,2026-02-24,09:44:22,2026-02-24,2026-02-24,2026-02-24,230.00
522,WT_ZL_260224_00007,正常订单,【高级】BurtonStepOn,2026-02-24,09:41:21,2026-02-24,2026-02-24,2026-02-24,260.00
523,WT_ZL_260224_00006,正常订单,【单板鞋】其他,2026-02-24,09:25:17,2026-02-24,2026-02-24,2026-02-24,120.00
524,WT_ZL_260224_00005,正常订单,【双板鞋】全品牌,2026-02-24,09:12:19,2026-02-24,2026-02-24,2026-02-24,120.00
525,WT_ZL_260224_00004,正常订单,【双板鞋】全品牌,2026-02-24,09:04:35,2026-02-24,2026-02-26,2026-02-26,330.00
526,WT_ZL_260224_00003,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-24,08:55:58,2026-02-24,2026-02-25,2026-02-25,360.00
527,WT_ZL_260224_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-24,08:09:23,2026-02-24,2026-02-24,2026-02-24,180.00
528,WT_ZL_260223_00028,正常订单,高级双板套餐,2026-02-23,18:34:05,2026-02-24,2026-02-25,2026-02-25,540.00
529,NS_ZL_260223_00006,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-23,18:24:27,2026-02-23,2026-02-23,2026-02-23,100.00
530,NS_ZL_260223_00005,正常订单,【其他】普通单板,2026-02-23,18:18:07,2026-02-23,2026-02-23,2026-02-23,70.00
531,NS_ZL_260223_00004,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-23,17:51:01,2026-02-23,2026-02-23,2026-02-23,150.00
532,WT_ZL_260223_00027,正常订单,【高级】BurtonStepOn,2026-02-23,17:22:02,2026-02-24,2026-02-24,2026-02-24,260.00
533,WT_ZL_260223_00025,正常订单,【双板鞋】全品牌,2026-02-23,17:02:47,2026-02-23,2026-02-23,2026-02-23,110.00
534,WT_ZL_260223_00024,正常订单,【单板鞋】其他,2026-02-23,16:30:14,2026-02-23,2026-02-26,2026-02-26,440.00
535,QJ_ZL_260223_00001,正常订单,【FIS】双板,2026-02-23,15:25:38,2026-02-24,2026-02-25,2026-02-25,400.00
536,WT_ZL_260223_00023,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-23,15:10:19,2026-02-23,2026-02-26,2026-02-26,720.00
537,NS_ZL_260223_00003,正常订单,【其他】普通单板,2026-02-23,14:24:50,2026-02-23,2026-02-23,2026-02-23,150.00
538,WT_ZL_260223_00020,正常订单,中级双板套餐,2026-02-23,13:00:26,2026-02-23,2026-02-24,2026-02-24,360.00
539,WT_ZL_260223_00019,正常订单,【FIS】双板,2026-02-23,12:48:24,2026-02-23,2026-02-23,2026-02-23,180.00
540,WT_ZL_260223_00018,正常订单,【其他】雪杖,2026-02-23,12:40:36,2026-02-23,2026-02-23,2026-02-23,50.00
541,NS_ZL_260223_00002,正常订单,新款对讲机,2026-02-23,11:39:58,2026-02-23,2026-02-23,2026-02-23,50.00
542,WT_ZL_260223_00016,正常订单,【双板鞋】全品牌,2026-02-23,11:09:10,2026-02-23,2026-02-25,2026-02-25,330.00
543,WT_ZL_260223_00015,正常订单,【双板鞋】全品牌,2026-02-23,10:45:40,2026-02-23,2026-02-23,2026-02-23,120.00
544,WT_ZL_260223_00014,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-23,10:44:12,2026-02-23,2026-02-23,2026-02-23,180.00
545,WT_ZL_260223_00013,正常订单,头盔,2026-02-23,10:40:13,2026-02-23,2026-02-24,2026-02-24,120.00
546,WT_ZL_260223_00012,正常订单,【其他】普通单板,2026-02-23,10:13:32,2026-02-23,2026-02-23,2026-02-23,150.00
547,WT_ZL_260223_00011,正常订单,内穿护膝,2026-02-23,10:03:45,2026-02-23,2026-02-23,2026-02-23,40.00
548,NS_ZL_260223_00001,正常订单,【其他】普通单板,2026-02-23,09:47:58,2026-02-23,2026-02-23,2026-02-23,150.00
549,WT_ZL_260223_00010,正常订单,【中级】全能板+青少全能,2026-02-23,09:22:46,2026-02-23,2026-02-23,2026-02-23,150.00
550,WT_ZL_260223_00009,正常订单,StockLi,2026-02-23,09:20:43,2026-02-23,2026-02-23,2026-02-23,260.00
551,WT_ZL_260223_00008,正常订单,头盔,2026-02-23,09:12:52,2026-02-23,2026-02-23,2026-02-23,60.00
552,WT_ZL_260223_00006,正常订单,中级双板套餐,2026-02-23,09:06:41,2026-02-23,2026-02-25,2026-02-25,360.00
553,WT_ZL_260223_00005,正常订单,【其他】普通单板,2026-02-23,09:00:09,2026-02-23,2026-02-23,2026-02-23,180.00
554,WT_ZL_260223_00004,正常订单,【中级】全能板+青少全能,2026-02-23,08:50:42,2026-02-23,2026-02-23,2026-02-23,150.00
555,WT_ZL_260223_00004,正常订单,【中级】全能板+青少全能,2026-02-23,08:50:42,2026-02-23,2026-02-23,2026-02-23,150.00
556,WT_ZL_260223_00003,正常订单,【其他】普通单板,2026-02-23,08:44:32,2026-02-23,2026-02-25,2026-02-25,450.00
557,WT_ZL_260223_00002,正常订单,雪镜,2026-02-23,08:42:31,2026-02-23,2026-02-23,2026-02-23,60.00
558,WT_ZL_260223_00001,正常订单,中级双板套餐,2026-02-23,08:24:20,2026-02-23,2026-02-24,2026-02-24,360.00
559,QJ_ZL_260222_00004,正常订单,【双板鞋】全品牌,2026-02-22,22:56:32,2026-02-23,2026-02-23,2026-02-23,100.00
560,WT_ZL_260222_00032,正常订单,【中级】全能板+青少全能,2026-02-22,20:21:10,2026-02-23,2026-02-23,2026-02-23,130.00
561,WT_ZL_260222_00030,正常订单,高级双板套餐,2026-02-22,18:41:57,2026-02-22,2026-02-22,2026-02-22,270.00
562,QJ_ZL_260222_00003,正常订单,【旗】双板-鞋-杖-盔-镜-服-手套,2026-02-22,18:36:47,2026-02-23,2026-02-23,2026-02-23,150.00
563,WT_ZL_260222_00029,正常订单,头盔,2026-02-22,18:34:00,2026-02-22,2026-02-22,2026-02-22,60.00
564,NS_ZL_260222_00005,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-22,17:49:54,2026-02-22,2026-02-22,2026-02-22,160.00
565,NS_ZL_260222_00005,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-22,17:49:54,2026-02-22,2026-02-22,2026-02-22,150.00
566,WT_ZL_260222_00028,正常订单,头盔,2026-02-22,15:59:27,2026-02-22,2026-02-22,2026-02-22,60.00
567,WT_ZL_260222_00026,正常订单,【FIS】双板,2026-02-22,14:23:28,2026-02-22,2026-02-23,2026-02-23,520.00
568,WT_ZL_260222_00024,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-22,14:18:31,2026-02-22,2026-02-23,2026-02-23,360.00
569,WT_ZL_260222_00023,正常订单,【成人中端】雪裤Nandn/Swagli/Trake,2026-02-22,14:08:41,2026-02-22,2026-02-22,2026-02-22,60.00
570,WT_ZL_260222_00022,正常订单,【其他】雪杖,2026-02-22,13:56:59,2026-02-22,2026-02-23,2026-02-23,80.00
571,WT_ZL_260222_00022,正常订单,【其他】雪杖,2026-02-22,13:56:59,2026-02-22,2026-02-23,2026-02-23,80.00
572,NS_ZL_260222_00004,正常订单,【单板鞋】其他,2026-02-22,13:14:41,2026-02-22,2026-02-22,2026-02-22,100.00
573,WT_ZL_260222_00021,正常订单,普通单板套餐,2026-02-22,13:08:24,2026-02-22,2026-02-22,2026-02-22,200.00
574,NS_ZL_260222_00003,正常订单,【单板鞋】其他,2026-02-22,12:46:43,2026-02-22,2026-02-22,2026-02-22,100.00
575,NS_ZL_260222_00002,正常订单,【其他】普通单板,2026-02-22,12:38:08,2026-02-22,2026-02-22,2026-02-22,100.00
576,WT_ZL_260222_00020,正常订单,【其他】普通单板,2026-02-22,12:14:35,2026-02-22,2026-02-22,2026-02-22,180.00
577,WT_ZL_260222_00019,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-22,11:50:40,2026-02-22,2026-02-22,2026-02-22,220.00
578,WT_ZL_260222_00018,正常订单,高级双板套餐,2026-02-22,11:22:14,2026-02-22,2026-02-22,2026-02-22,300.00
579,WT_ZL_260222_00017,正常订单,高级双板套餐,2026-02-22,11:04:38,2026-02-22,2026-02-22,2026-02-22,300.00
580,WT_ZL_260222_00016,正常订单,普通单板套餐,2026-02-22,10:57:16,2026-02-22,2026-02-23,2026-02-23,430.00
581,WT_ZL_260222_00015,正常订单,高级双板套餐,2026-02-22,10:47:36,2026-02-22,2026-02-22,2026-02-22,300.00
582,WT_ZL_260222_00015,正常订单,高级双板套餐,2026-02-22,10:47:36,2026-02-22,2026-02-22,2026-02-22,300.00
583,WT_ZL_260222_00015,正常订单,儿童雪服套装,2026-02-22,10:47:36,2026-02-22,2026-02-22,2026-02-22,200.00
584,WT_ZL_260222_00014,正常订单,普通单板套餐,2026-02-22,10:42:24,2026-02-22,2026-02-22,2026-02-22,200.00
585,WT_ZL_260222_00013,正常订单,【其他】普通单板,2026-02-22,10:38:08,2026-02-22,2026-02-22,2026-02-22,180.00
586,QJ_ZL_260222_00001,正常订单,【旗】双板-鞋-杖-盔-镜-服-手套,2026-02-22,10:35:22,2026-02-22,2026-02-22,2026-02-23,125.00
587,WT_ZL_260222_00011,正常订单,BurtonStepOn套餐,2026-02-22,09:57:55,2026-02-22,2026-02-24,2026-02-24,960.00
588,WT_ZL_260222_00009,正常订单,高级双板套餐,2026-02-22,09:33:08,2026-02-22,2026-02-23,2026-02-23,540.00
589,WT_ZL_260222_00008,正常订单,雪镜,2026-02-22,09:22:28,2026-02-22,2026-02-22,2026-02-22,60.00
590,WT_ZL_260222_00007,正常订单,中级双板套餐,2026-02-22,09:14:23,2026-02-22,2026-02-22,2026-02-22,200.00
591,WT_ZL_260222_00006,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-22,09:03:05,2026-02-22,2026-02-23,2026-02-23,360.00
592,WT_ZL_260222_00006,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-22,09:03:05,2026-02-22,2026-02-23,2026-02-23,360.00
593,NS_ZL_260222_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-22,08:54:52,2026-02-22,2026-02-22,2026-02-22,105.00
594,WT_ZL_260222_00005,正常订单,小乌龟套装,2026-02-22,08:47:29,2026-02-22,2026-02-22,2026-02-22,50.00
595,WT_ZL_260222_00004,正常订单,普通单板套餐,2026-02-22,08:44:40,2026-02-22,2026-02-22,2026-02-22,230.00
